BSHspecies	ratio	min	max	phase	comparison	search_method
Finegoldia magna (Peptostreptococcus magnus)-A0A233W8A3	0.1525652753019	-0.78077	1.09645	dark	FAvFT	targetted
Lactococcus lactis-A0A6B3RWE6	0.1617472815205	-3.68336	3.48518	light	FAvFT	targetted
Ruminococcus callidus ATCC 27760-U2JZ29	0.1643414108115	-0.754827	1.11115	light	FAvFT	targetted
Anaerococcus vaginalis-A0A943A9P0	0.1677855589155	-1.0246	1.40765	light	FAvFT	targetted
[Clostridium] citroniae WAL-19142-A0A0J9C348	0.169483628215	-1.05138	1.50427	dark	FAvFT	targetted
Aerococcus urinae-A0A2I1L7D6	0.170057534315	-0.719479	1.23039	dark	FAvFT	targetted
1XD42-69_sp009911505	0.171092203858	-0.794373	1.20339	light	NAvFA	untargetted
Bombilactobacillus bombi-A0A347SSM5	0.173324378035	-2.58536	2.83033	dark	FAvFT	targetted
Salmonella enterica (Salmonella choleraesuis)-A0A5T2R3J1	0.17548256234245	-0.565532	0.992275	dark	FAvFT	targetted
Salmonella enterica (Salmonella choleraesuis)-A0A5U6BUS2	0.17548256234245	-0.565532	0.992275	dark	FAvFT	targetted
Salmonella enterica subsp. enterica serovar Poona-A0A637E709	0.17548256234245	-0.565532	0.992275	dark	FAvFT	targetted
Salmonella enterica (Salmonella choleraesuis)-A0A5U1RDD5	0.1761060888655	-0.738785	1.02097	dark	FAvFT	targetted
Salmonella enterica (Salmonella choleraesuis)-A0A5Y3Y6E1	0.1761060888655	-0.738785	1.02097	dark	FAvFT	targetted
Lactococcus lactis subsp. lactis (Streptococcus lactis)-A0A837SSV6	0.1770465568545	-3.51924	4.16341	light	FAvFT	targetted
Bacteroides pectinophilus CAG:437-R7B0W4	0.17935823760105	-0.78627	1.32999	light	FAvFT	targetted
Simiaoa sunii-A0A7G9FZ05	0.179929659845	-0.782771	1.29537	light	FAvFT	targetted
Staphylococcus lugdunensis-A0A133Q044	0.18486319824405	-3.47923	4.4506	dark	FAvFT	targetted
Staphylococcus lugdunensis-A0A4Q9WBJ5	0.18486319824405	-3.47923	4.4506	dark	FAvFT	targetted
Lactobacillus helveticus (Lactobacillus suntoryeus)-A0A8H9F7E2	0.185125587875	-5.02495	6.30824	light	FAvFT	targetted
Lactobacillus helveticus (Lactobacillus suntoryeus)-A0A1B2IPM3	0.185125587875	-5.02495	6.30824	light	FAvFT	targetted
Lactobacillus helveticus (Lactobacillus suntoryeus)-A0A3S8S9W6	0.185125587875	-5.02495	6.30824	light	FAvFT	targetted
Anaerococcus vaginalis-A0A943A9P0	0.186189267363499	-0.735165	1.16515	dark	FAvFT	targetted
Evtepia gabavorous-A0A3E2B2L3	0.19133113475	-2.56065	3.17957	dark	FAvFT	targetted
Aerococcus urinae-A0A2I1L7D6	0.1924755743175	-0.958821	1.45435	light	FAvFT	targetted
Coprococcus eutactus-A0A8D9P2C4	0.198241785445	-0.838633	1.3443	light	FAvFT	targetted
Clostridium sp. CAG:632-R5K9B3	0.198410879642	-0.98056	1.42943	light	FAvFT	targetted
[Ruminococcus] gnavus CAG:126-R5TLQ6	0.19935189511	-1.16566	1.30369	light	FAvFT	targetted
[Bacteroides] pectinophilus ATCC 43243-B7AVX6	0.1994529074705	-0.893342	1.29448	light	FAvFT	targetted
Clostridium bolteae CAG:59-R5EWY1	0.200027857215	-1.05667	1.30942	light	FAvFT	targetted
Shewanella maritima-A0A411PH80	0.200807648897	-3.61991	3.42447	light	FAvFT	targetted
Blautia obeum-A0A454HK17	0.201345134955	-1.20164	1.50132	light	FAvFT	targetted
Flavonifractor plautii ATCC 29863-G9YR35	0.20440526614	-1.47728	1.56062	dark	FAvFT	targetted
Vagococcus fessus-A0A430A8D7	0.213113158133	-0.935573	1.48978	light	FAvFT	targetted
Enterocloster bolteae 90A9-R0A5H6	0.21354229521845	-0.951227	1.54077	light	FAvFT	targetted
Christensenella minuta-A0A8F5DVT9	0.2179362223485	-0.937933	1.46042	light	FAvFT	targetted
Salmonella enterica subsp. enterica serovar Stanley-A0A6D2BZG2	0.2222820605275	-0.825711	1.31185	light	FAvFT	targetted
Enterocloster asparagiformis-A0A943IDB3	0.22396610059	-2.13756	2.80441	light	FAvFT	targetted
Enterocloster bolteae-A0A6N2XTU3	0.22476539321	-1.00606	1.4687	light	FAvFT	targetted
Qingrenia yutianensis-A0A926F916	0.225437338212	-1.10539	1.37373	light	FAvFT	targetted
Schaedlerella arabinosiphila-A0A426DFX4	0.2254632982485	-0.838127	1.30896	light	FAvFT	targetted
Anaerocolumna sedimenticola-A0A6P1TS46	0.230660372692	-0.580427	0.993199	light	FAvFT	targetted
Anaerobutyricum soehngenii-A0A6N7Y5N2	0.2343429548	-1.03079	1.51875	light	FAvFT	targetted
Clostridium porci-A0A7X2TD73	0.2355614909935	-0.713188	1.13904	light	FAvFT	targetted
Roseburia hominis-A0A395V718	0.246379792579	-0.993608	1.46297	light	FAvFT	targetted
Blautia obeum-A0A414J1V2	0.248111538405	-1.03504	1.40339	light	FAvFT	targetted
Blautia obeum-A0A414EJM8	0.2486078450085	-0.989099	1.39513	light	FAvFT	targetted
Ruminococcus bromii-A0A2N0UWT2	0.251138989916	-1.07324	1.59699	light	FAvFT	targetted
Enterocloster citroniae-A0A1I6JWA8	0.251848529067999	-1.25368	1.68373	dark	FAvFT	targetted
Clostridium symbiosum (Bacteroides symbiosus)-A0A5M8C2R6	0.2553062942755	-1.25098	1.59777	light	FAvFT	targetted
Clostridium symbiosum (Bacteroides symbiosus)-A0A413JGL6	0.2553062942755	-1.25098	1.59777	light	FAvFT	targetted
Ruminococcus sp. CAG:579-R6C9U5	0.25616216781	-0.980926	1.45201	dark	FAvFT	targetted
[Clostridium] citroniae WAL-17108-G5HTY0	0.2588124600265	-1.19638	1.533	light	FAvFT	targetted
Blautia obeum A2-162-D4LR64	0.2603054128835	-1.00392	1.44287	light	FAvFT	targetted
[Clostridium] methylpentosum DSM 5476-C0EDC4	0.263086091743	-1.02063	1.62561	dark	FAvFT	targetted
Clostridium carboxidivorans P7-C6PU30	0.267004567197049	-0.536075	1.05435	light	FAvFT	targetted
Ruminococcus sp. CAG:488-R5YDB2	0.2682531487415	-0.612979	1.19463	light	FAvFT	targetted
Ruminococcus sp. CAG:563-R6DY54	0.270051855037001	-0.639694	1.07543	light	FAvFT	targetted
Lentihominibacter faecis-A0A923NAW5	0.270642179594	-0.954748	1.66548	light	FAvFT	targetted
Enterocloster citroniae-A0A3E2V3F1	0.27365736833315	-1.15483	1.6716	light	FAvFT	targetted
Bacteroides salyersiae CL02T12C01-I9SXL6	0.275612297374	-1.053	1.60008	light	FAvFT	targetted
Bacteroides sp. CAG:189-R5JHZ2	0.275612297374	-1.053	1.60008	light	FAvFT	targetted
Bacteroides salyersiae-A0A7J4XKA9	0.275612297374	-1.053	1.60008	light	FAvFT	targetted
Clostridium botulinum-A0A6B4QMN3	0.276359368385	-3.89815	4.86215	light	FAvFT	targetted
Clostridium botulinum-A0A846JX49	0.276359368385	-3.89815	4.86215	light	FAvFT	targetted
Clostridium sp. CAG:590-R5ELQ7	0.27745818593295	-0.717104	1.19831	light	FAvFT	targetted
Salmonella bongori-A0A3S4EL61	0.2786241485807	-0.919158	1.47585	dark	FAvFT	targetted
Clostridium sp. CAG:964-R6UAF5	0.27947201758465	-0.605828	1.32065	light	FAvFT	targetted
Clostridium symbiosum (Bacteroides symbiosus)-A0A6N2ZHG9	0.279572852404999	-1.27879	1.66103	light	FAvFT	targetted
Roseburia inulinivorans-A0A413TSA5	0.281838986836	-0.766634	1.2724	light	FAvFT	targetted
Bacteroides salyersiae CL02T12C01-I9SXL6	0.28360446843	-1.0464	1.75267	dark	FAvFT	targetted
Bacteroides salyersiae-A0A7J4XKA9	0.28360446843	-1.0464	1.75267	dark	FAvFT	targetted
Bacteroides sp. CAG:189-R5JHZ2	0.28360446843	-1.0464	1.75267	dark	FAvFT	targetted
Enterocloster citroniae-A0A1I6JWA8	0.284618188163	-0.983415	1.60421	light	FAvFT	targetted
Clostridium sp. CAG:389-R7LRG3	0.2846830559695	-0.445642	0.929965	dark	FAvFT	targetted
Marvinbryantia formatexigens DSM 14469-C6LHK8	0.2858643710195	-0.637532	1.21164	light	FAvFT	targetted
[Clostridium] symbiosum ATCC 14940-U2D1P9	0.287420806892	-1.18871	1.83331	light	FAvFT	targetted
Clostridium innocuum-A0A3E2VTU2	0.289043973719701	-1.21822	1.68664	dark	FAvFT	targetted
Aeromonas caviae (Aeromonas punctata)-A0A6I4WSU1	0.289100797637	-0.298322	0.820143	dark	FAvFT	targetted
Clostridium novyi-A0A386YRU3	0.2916893477583	-1.06547	1.68108	dark	FAvFT	targetted
Roseburia intestinalis-A0A3R6B4X0	0.299151251675	-1.18963	1.89344	light	FAvFT	targetted
Clostridium sp. CAG:411-R7I2P2	0.299451448053635	-0.924921	1.76984	dark	FAvFT	targetted
Flavonifractor plautii 1_3_50AFAA-A0A096B1U0	0.299584457466	-1.32119	1.66503	dark	FAvFT	targetted
14-2_sp000403255	0.304850428166	-2.27268	2.63169	dark	FAvFT	untargetted
Coprococcus eutactus-A0A3R6A0S1	0.30591969972	-0.678912	1.38848	light	FAvFT	targetted
Coprococcus eutactus CAG:665-R5WKT4	0.309098890535049	-0.493807	1.1509	dark	FAvFT	targetted
Salmonella bongori (strain ATCC 43975 / DSM 13772 / NCTC 12419)-A0A0K0HAQ6	0.3128290333843	-1.24337	1.72522	dark	FAvFT	targetted
Salmonella bongori-A0A7T8LFA8	0.3128290333843	-1.24337	1.72522	dark	FAvFT	targetted
Salmonella bongori serovar 66:z41:- str. SA19983605-A0A248K966	0.3128290333843	-1.24337	1.72522	dark	FAvFT	targetted
Salmonella enterica (Salmonella choleraesuis)-A0A5U6BUS2	0.3141709705674	-0.164773	0.788742	light	FAvFT	targetted
Salmonella enterica subsp. enterica serovar Poona-A0A637E709	0.3141709705674	-0.164773	0.788742	light	FAvFT	targetted
Salmonella enterica (Salmonella choleraesuis)-A0A5Y3Y6E1	0.3141709705674	-0.164773	0.788742	light	FAvFT	targetted
Salmonella enterica (Salmonella choleraesuis)-A0A5U1RDD5	0.3141709705674	-0.164773	0.788742	light	FAvFT	targetted
Salmonella enterica (Salmonella choleraesuis)-A0A5T2R3J1	0.3141709705674	-0.164773	0.788742	light	FAvFT	targetted
Enterococcus raffinosus-A0A1L8W0J9	0.315198202827	-1.32918	1.71295	dark	FAvFT	targetted
Blautia obeum-A0A174NYZ7	0.3159201218625	-0.954814	1.80761	light	FAvFT	targetted
[Clostridium] symbiosum WAL-14163-E7GNR6	0.32384081012	-1.51716	2.14568	dark	FAvFT	targetted
Bianquea renquensis-A0A926DVY3	0.3244505272825	-0.490343	1.14127	light	FAvFT	targetted
Anaerotruncus colihominis-A0A845QFI0	0.328452208278	-0.470002	1.19856	light	FAvFT	targetted
Finegoldia magna (Peptostreptococcus magnus)-A0A233W8A3	0.332447265299501	-0.89125	1.44336	light	FAvFT	targetted
[Clostridium] symbiosum WAL-14163-E7GNR6	0.334857611427999	-1.20047	1.72098	light	FAvFT	targetted
Dorea phocaeensis-A0A850HF69	0.334902943104001	-1.1137	1.78775	dark	FAvFT	targetted
Ruminiclostridium hungatei (Clostridium hungatei)-A0A1V4SJB4	0.3385848291455	-0.467335	1.14883	light	FAvFT	targetted
Salmonella oranienberg-A0A730HT97	0.3387589489598	-1.03513	1.68113	dark	FAvFT	targetted
Salmonella enterica (Salmonella choleraesuis)-A0A5T5PQK0	0.3387589489598	-1.03513	1.68113	dark	FAvFT	targetted
Salmonella enterica subsp. houtenae serovar 45:g,z51:--A0A753B6U6	0.3387589489598	-1.03513	1.68113	dark	FAvFT	targetted
Oliverpabstia intestinalis-A0A7X2P163	0.3391610152232	-0.386589	1.04843	light	FAvFT	targetted
Hornefia porci-A0A1Q9JF45	0.340936540350551	-1.39897	2.12151	dark	FAvFT	targetted
Ruminococcus sp. CAG:563-R6DY54	0.34125795518205	-0.639233	1.1122	dark	FAvFT	targetted
Subdoligranulum variabile-A0A943UHS8	0.347817181493499	-1.12974	1.77516	dark	FAvFT	targetted
Clostridium sp. CAG:269-R7IT85	0.354658328591999	-0.410983	1.17341	dark	FAvFT	targetted
Paracoccus pantotrophus (Thiosphaera pantotropha)-A0A7H9BUE6	0.356546802025	-0.66028	1.41429	light	FAvFT	targetted
Butyrivibrio sp. CAG:318-R6QGL1	0.356605733340999	-1.54104	2.23892	dark	FAvFT	targetted
Roseburia sp. CAG:380-R6VWD6	0.362864168245001	-0.591742	1.29186	dark	FAvFT	targetted
[Clostridium] citroniae WAL-19142-A0A0J9C348	0.363945083475499	-0.768235	1.54748	light	FAvFT	targetted
Clostridium symbiosum (Bacteroides symbiosus)-A0A6N2ZHG9	0.364983110833	-1.59164	2.24007	dark	FAvFT	targetted
Flavonifractor plautii DSM 6740-A0A4R2LR43	0.365900956471999	-1.0204	1.94771	dark	FAvFT	targetted
Salmonella enterica (Salmonella choleraesuis)-A0A5T5PQK0	0.3699055766737	-1.21051	1.79753	light	FAvFT	targetted
Salmonella enterica subsp. houtenae serovar 45:g,z51:--A0A753B6U6	0.3699055766737	-1.21051	1.79753	light	FAvFT	targetted
Salmonella oranienberg-A0A730HT97	0.3699055766737	-1.21051	1.79753	light	FAvFT	targetted
Coprococcus eutactus-A0A174D5Q4	0.370521224302685	-0.729724	1.4976	light	FAvFT	targetted
[Collinsella] massiliensis-A0A1Y3XV55	0.373310913855	-1.18038	1.92966	dark	FAvFT	targetted
Ruminococcus flavefaciens 007c-W7UXF9	0.3734051548	-1.36941	2.17344	dark	FAvFT	targetted
Robinsoniella peoriensis-A0A4U8Q543	0.377659419018099	-1.46435	2.25967	dark	FAvFT	targetted
Anaerosporobacter mobilis DSM 15930-A0A1M7N5N3	0.38235400266	-2.23887	2.78104	dark	FAvFT	targetted
Clostridium symbiosum (Bacteroides symbiosus)-A0A5M8C2R6	0.382577907779	-1.47709	2.30566	dark	FAvFT	targetted
Kitasatospora setae (strain ATCC 33774 / DSM 43861 / JCM 3304 / KCC A-0304 / NBRC 14216 / KM-6054) (Streptomyces setae)-E4N7A8	0.383193682863499	-2.96131	3.47868	light	FAvFT	targetted
Clostridium symbiosum (Bacteroides symbiosus)-A0A413JGL6	0.3836657021495	-1.46308	2.30389	dark	FAvFT	targetted
Ruminococcus sp. CAG:353-R7KX66	0.3874360284629	-0.785467	1.5431	dark	FAvFT	targetted
[Bacteroides] pectinophilus ATCC 43243-B7AVX6	0.3986973786835	-0.732705	1.49641	dark	FAvFT	targetted
Acetatifactor_sp011959105	0.400236291729001	-2.67666	3.40218	light	NAvFA	untargetted
Roseburia sp. CAG:471-R7EGC2	0.404326476444	-0.315942	1.14731	light	FAvFT	targetted
Serpentinicella alkaliphila-A0A4R2T9G9	0.4069258489205	-1.32824	2.38037	dark	FAvFT	targetted
Blautia faecicola-A0A4Q1RLI5	0.415663361235	-0.419653	1.33112	light	FAvFT	targetted
Bacteroides pectinophilus CAG:437-R7B0W4	0.4180779932205	-0.688199	1.53569	dark	FAvFT	targetted
Ruminococcus bromii-A0A374N6H6	0.41953712184	-0.791213	1.75055	dark	FAvFT	targetted
Clostridium sp. CAG:632-R5K9B3	0.42047796468285	-0.814178	1.4525	dark	FAvFT	targetted
Dorea formicigenerans-A0A412MA68	0.4241049700605	-1.33079	2.26007	light	FAvFT	targetted
Dorea longicatena-A0A173V7R5	0.4241049700605	-1.33079	2.26007	light	FAvFT	targetted
Lawsonibacter_sp000492175	0.42772038407	-0.655255	1.31999	light	NAvFA	untargetted
Clostridium sp. CAG:264-R5KH97	0.431544684635	-0.440649	1.22059	dark	FAvFT	targetted
Subdoligranulum variabile-A0A943D9G3	0.432219230839001	-1.39768	2.32702	light	FAvFT	targetted
Dorea formicigenerans-A0A3E4F7X5	0.43409362004	-0.692242	1.60906	light	FAvFT	targetted
Roseburia inulinivorans-A0A173SJ73	0.435116903168985	-0.57055	1.46146	dark	FAvFT	targetted
[Clostridium] symbiosum ATCC 14940-U2D1P9	0.43577351428	-1.58161	2.42098	dark	FAvFT	targetted
Clostridium sp. CAG:7-R5ILU6	0.4359661479745	-1.30341	2.16249	light	FAvFT	targetted
Lactobacillus_hominis	0.438726353605001	-4.0326	6.3031	light	NAvFA	untargetted
Fusicatenibacter saccharivorans-A0A174DZA2	0.4392822739485	-1.50314	2.15313	light	FAvFT	targetted
Roseburia sp. CAG:303-R7IMT7	0.44338693468	-0.600898	1.53742	light	FAvFT	targetted
Roseburia inulinivorans-A0A0M6WMX1	0.4442290788325	-0.73008	1.49385	light	FAvFT	targetted
Christensenella hongkongensis-A0A0M2NIU1	0.4517624421	-0.856591	1.82171	light	FAvFT	targetted
Blautia obeum A2-162-D4LR64	0.4518022422625	-0.699771	1.77343	dark	FAvFT	targetted
Clostridium sp. CAG:245-R6BF43	0.451969310585	-0.202356	1.2117	dark	FAvFT	targetted
Kineothrix alysoides-A0A4R1R168	0.452683792737	-2.55762	3.76265	light	FAvFT	targetted
Lachnospira pectinoschiza-A0A174YG41	0.453021886625001	-0.710744	1.68564	dark	FAvFT	targetted
Ruminiclostridium cellobioparum subsp. termitidis CT1112-S0FQ07	0.457212214213	-0.320952	1.23196	light	FAvFT	targetted
Clostridium sp. CAG:510-R6CAG1	0.461061343587999	-1.32522	2.36961	light	FAvFT	targetted
Intestinibacter bartlettii DSM 16795-B0A6U0	0.461676336956	-1.78967	2.95125	dark	FAvFT	targetted
Enterococcus gallinarum (strain EG2)-C8ZY42	0.467255437206	-1.37606	2.34121	dark	FAvFT	targetted
Dorea longicatena-A0A174GR10	0.470456679222	-1.34006	2.66486	light	FAvFT	targetted
Amedibacillus dolichus-A0A415P4A1	0.471219903494251	-1.14725	2.11081	dark	FAvFT	targetted
Clostridium sp. CAG:264-R5KH97	0.472851386819001	-0.345389	1.36918	light	FAvFT	targetted
Coprococcus sp. CAG:131-A0A822LPB6	0.473362148997049	-0.494123	1.45854	light	FAvFT	targetted
Blautia wexlerae-A0A564WVE5	0.4795199734445	-1.49649	2.26132	light	FAvFT	targetted
Roseburia inulinivorans-A0A412FFM9	0.480622815330001	-0.705779	1.68219	light	FAvFT	targetted
Roseburia inulinivorans DSM 16841-C0FNH6	0.482531395957499	-0.543892	1.66359	light	FAvFT	targetted
Waltera intestinalis-A0A6L5YJV9	0.49238293513	-0.55444	1.61623	dark	FAvFT	targetted
Clostridium sp. CAG:58-R6RWB1	0.501436475048849	-0.198292	1.27389	light	FAvFT	targetted
Clostridium sp. CAG:389-R7LRG3	0.5054360445517	-0.421057	1.39028	light	FAvFT	targetted
Mediterraneibacter butyricigenes-A0A391PK51	0.506153897691501	-1.29812	2.60712	light	FAvFT	targetted
Inconstantimicrobium porci-A0A7X2MYK2	0.510906291605001	-2.39934	3.16887	dark	FAvFT	targetted
Clostridium paraputrificum-A0A6N3ENL7	0.510906291605001	-2.39934	3.16887	dark	FAvFT	targetted
Clostridium paraputrificum-A0A174DZS1	0.510906291605001	-2.39934	3.16887	dark	FAvFT	targetted
Clostridium sp. CAG:265-R6KMG9	0.510906291605001	-2.39934	3.16887	dark	FAvFT	targetted
Clostridium bornimense-W6RZA8	0.510906291605001	-2.39934	3.16887	dark	FAvFT	targetted
Roseburia inulinivorans-A0A3R6CSJ4	0.51362779651455	-0.623423	1.61581	light	FAvFT	targetted
[Ruminococcus] torques-A0A6N3AUL3	0.517528841033999	-0.797936	1.98421	light	FAvFT	targetted
Roseburia intestinalis-A0A6N3DS46	0.52122567417555	-0.968363	1.96469	light	FAvFT	targetted
Natranaerovirga pectinivora-A0A4R3MLC4	0.522276852145001	-1.90289	2.7992	dark	FAvFT	targetted
Roseburia inulinivorans-A0A3R6HN67	0.523730076726	-0.843547	2.153	light	FAvFT	targetted
Blautia obeum-A0A564UWT3	0.531166439325	-0.941021	2.09208	light	FAvFT	targetted
Roseburia intestinalis L1-82-C7GBJ1	0.531602980474599	-0.755935	1.99366	light	FAvFT	targetted
Liquorilactobacillus nagelii-A0A3Q8CH52	0.535983109208501	-0.827576	1.9501	dark	FAvFT	targetted
Enterococcus raffinosus-A0A1L8WSY6	0.5395239519945	-1.79859	2.78353	light	FAvFT	targetted
Clostridium sp. CAG:343-R6P9K0	0.5395944030675	-0.399193	1.45081	dark	FAvFT	targetted
Thiocapsa rosea-A0A495VFW7	0.542409099483499	-4.28658	6.44749	dark	FAvFT	targetted
Amedibacillus dolichus DSM 3991-A8RCC5	0.543867776332501	-1.03332	2.09277	dark	FAvFT	targetted
Clostridium sp. CAG:277-R7JW99	0.544995044885	-0.236521	1.45185	dark	FAvFT	targetted
Acutalibacter muris-A0A1Z2XM94	0.545121856264	-0.717904	2.16082	light	FAvFT	targetted
Roseburia inulinivorans-A0A396AH21	0.548396216878001	-0.543716	1.69183	light	FAvFT	targetted
Dubosiella_newyorkensis	0.549580420421499	-1.32092	2.51647	light	NAvFA	untargetted
Enterocloster bolteae (strain ATCC BAA-613 / DSM 15670 / CCUG 46953 / JCM 12243 / WAL 16351) (Clostridium bolteae)-A8RJ50	0.553192955713	-1.85952	2.88251	light	FAvFT	targetted
Sharpea porci-A0A844FU63	0.557965877084999	-0.924856	1.91363	dark	FAvFT	targetted
Coprococcus eutactus ATCC 27759-A8SVL9	0.568691227433001	-0.384049	1.60076	dark	FAvFT	targetted
Clostridium sp. CAG:58-R6RWB1	0.57135235821	-0.0991883	1.28133	dark	FAvFT	targetted
Roseburia sp. CAG:303-R7IMT7	0.572703480313501	-0.428374	1.49533	dark	FAvFT	targetted
Roseburia inulinivorans CAG:15-R5HRW4	0.5729725581265	-0.420939	1.59293	light	FAvFT	targetted
[Ruminococcus] gnavus CC55_001C-A0A829NL13	0.577764104047499	-0.92192	1.93432	light	FAvFT	targetted
Clostridium sp. CAG:230-R6DRK3	0.5792634689085	-0.363976	1.41417	dark	FAvFT	targetted
Marvinbryantia formatexigens DSM 14469-C6LHK8	0.580088706655501	-0.131185	1.31162	dark	FAvFT	targetted
Paraclostridium benzoelyticum-A0A0M3DIP7	0.5809783248615	-4.08762	5.16454	light	FAvFT	targetted
Paraclostridium bifermentans ATCC 638 = DSM 14991-T4VSU6	0.58428948475	-6.00121	6.72584	dark	FAvFT	targetted
Dielma fastidiosa-A0A2V2F3I9	0.5851988656775	-0.669192	1.79094	dark	FAvFT	targetted
Dielma fastidiosa-A0A415TH29	0.5851988656775	-0.669192	1.79094	dark	FAvFT	targetted
Roseburia intestinalis-A0A3R6GNY0	0.5956463259205	-0.845319	2.02946	light	FAvFT	targetted
Clostridium sp. CAG:269-R7IT85	0.596217208235651	-0.363545	1.44491	light	FAvFT	targetted
Enterocloster bolteae-A0A412ZDA9	0.601152755659001	-1.61586	2.78584	light	FAvFT	targetted
Enterocloster bolteae-A0A414ARR2	0.60148307635	-1.7374	3.11119	light	FAvFT	targetted
Bailinhaonella thermotolerans-A0A3A4BWT6	0.602577323649501	-1.9183	3.08344	dark	FAvFT	targetted
Enterocloster bolteae-A0A412ZDA9	0.602726766164999	-1.80075	3.04848	dark	FAvFT	targetted
Agromyces fucosus-A0A4Q2JVP0	0.608566992013499	-1.53236	3.18847	dark	FAvFT	targetted
Ruminococcus gnavus-A0A2N5NEG8	0.632625241233999	-0.741951	2.05541	dark	FAvFT	targetted
Ruminococcus gnavus (strain ATCC 29149 / VPI C7-9)-A7AYV0	0.632625241233999	-0.741951	2.05541	dark	FAvFT	targetted
Clostridium sp. CAG:91-R6W6M4	0.633315964718001	-0.620227	1.85527	dark	FAvFT	targetted
Roseburia inulinivorans-A0A396AH21	0.638765974355001	-0.447503	1.6968	dark	FAvFT	targetted
Anaerotruncus colihominis-A0A845QFI0	0.64023361306	-0.156969	1.44954	dark	FAvFT	targetted
Coprococcus eutactus-A0A174D5Q4	0.640347199205001	-0.320748	1.65927	dark	FAvFT	targetted
Enorma massiliensis-A0A1Y3U8T8	0.6408957510815	-1.51169	3.28273	light	FAvFT	targetted
Ruminococcus bromii-A0A413KA69	0.641993799095	-0.589914	1.95109	light	FAvFT	targetted
Roseburia sp. CAG:100-R7R1N8	0.642630196217501	-0.0913047	1.40065	dark	FAvFT	targetted
Roseburia inulinivorans-A0A0M6WMX1	0.645730103535	-0.338781	1.64509	dark	FAvFT	targetted
Roseburia sp. CAG:182-R7QYW0	0.651652885804999	-0.316063	1.63615	light	FAvFT	targetted
Enterocloster bolteae (strain ATCC BAA-613 / DSM 15670 / CCUG 46953 / JCM 12243 / WAL 16351) (Clostridium bolteae)-A8RN92	0.652409949029	-1.59069	3.09451	dark	FAvFT	targetted
Natranaerovirga pectinivora-A0A4R3MLC4	0.652451123978401	-1.55848	2.95246	light	FAvFT	targetted
Bianquea renquensis-A0A926DVY3	0.656183962669999	0.0995297	1.17436	dark	FAvFT	targetted
Enorma phocaeensis-A0A921IVE9	0.660443439604002	-1.65773	3.21534	dark	FAvFT	targetted
14-2_sp000403845	0.661638648489998	-0.817138	2.13027	dark	FAvFT	untargetted
Wujia chipingensis-A0A7G9FKY2	0.6621949351955	-0.353053	1.571	light	FAvFT	targetted
Ruminococcus callidus ATCC 27760-U2JZ29	0.666396313320001	-0.257216	1.56196	dark	FAvFT	targetted
Lachnospira eligens-A0A174Z2R4	0.673229325856999	-1.70398	3.15032	light	FAvFT	targetted
Hornefia porci-A0A1Q9JF45	0.6742482849765	-1.75253	3.23006	light	FAvFT	targetted
Coprococcus sp. CAG:131-A0A822LPB6	0.67766485422795	-0.285327	1.71925	dark	FAvFT	targetted
Enterococcus gallinarum-A0A5F0V2F2	0.6798266127455	-1.74524	3.23772	dark	FAvFT	targetted
CAG-485_sp002362485	0.682229410745998	-0.883309	2.25935	light	FAvFT	untargetted
Rhodococcus ruber-A0A385HSQ6	0.682874866559999	-1.64236	2.92293	light	FAvFT	targetted
Anaerostipes hadrus DSM 3319-L1QBV1	0.6841969242615	-0.812648	2.42377	light	FAvFT	targetted
Ruminococcus bovis-A0A4P8XT46	0.68534578423	-0.965502	2.5195	dark	FAvFT	targetted
Clostridium sp. CAG:149-R5M9U6	0.6890668508375	-0.986192	2.45883	dark	FAvFT	targetted
Butyribacter_sp003612285	0.690270229481998	-3.44448	5.15582	light	NAvFA	untargetted
Enterocloster bolteae-A0A8B3A5C6	0.691311019404001	-1.60263	3.05059	light	FAvFT	targetted
Aeromonas caviae (Aeromonas punctata)-A0A6I4WSU1	0.692664926815	-0.0381053	1.41212	light	FAvFT	targetted
Ruminococcus sp. CAG:403-R7H1M9	0.693388947097	-0.866435	2.60145	light	FAvFT	targetted
Enterococcus gallinarum-A0A366U9N1	0.693746862775999	-1.81048	3.3001	dark	FAvFT	targetted
Enterococcus gallinarum-A0A5F0V9B1	0.693746862775999	-1.81048	3.3001	dark	FAvFT	targetted
Enterococcus gallinarum-A0A6I4XD09	0.69642066552	-1.75913	3.10809	dark	FAvFT	targetted
Roseburia intestinalis-A0A3R6DN67	0.7008210028795	-0.861924	2.42655	dark	FAvFT	targetted
Roseburia sp. CAG:18-R5V3T1	0.702987541337501	-1.70813	3.02556	light	FAvFT	targetted
Dubosiella newyorkensis-A0A1U7NP31	0.706632386549999	-1.3633	3.0829	light	FAvFT	targetted
Roseburia inulinivorans-A0A413TSA5	0.708285475363499	-0.149242	1.63199	dark	FAvFT	targetted
Roseburia intestinalis-A0A3R6DN67	0.708432348804999	-0.815744	2.43953	light	FAvFT	targetted
Dorea longicatena DSM 13814-A6BGZ5	0.7125731934525	-1.06557	2.18438	light	FAvFT	targetted
Ruminococcus bovis-A0A4P8XT46	0.716548414990002	-0.656745	2.06017	light	FAvFT	targetted
Blautia obeum-A0A174V5X0	0.718330043769999	-1.72232	3.19795	light	FAvFT	targetted
