BSHspecies	ratio	min	max	phase	comparison	search_method
Ruminococcus bromii-A0A2N0UVB8	0.722543032170499	-0.27704	1.85763	dark	FAvFT	targetted
Coprococcus catus GD/7-D4JBB7	0.723146287073001	-1.04615	2.40854	dark	FAvFT	targetted
Ruminococcus bromii-A0A413QBW3	0.72442208946	-0.575863	2.00342	dark	FAvFT	targetted
[Ruminococcus] gnavus CAG:126-R5TLQ6	0.724754648469551	-0.448669	1.97896	dark	FAvFT	targetted
Anaerobutyricum hallii-A0A174FU81	0.72710004169	-0.904196	2.43407	dark	FAvFT	targetted
Roseburia intestinalis XB6B4-D4KYR1	0.727370064270001	-0.989566	2.43964	light	FAvFT	targetted
Ruminococcus bromii-A0A413QBW3	0.7278567532335	-0.95421	2.49043	light	FAvFT	targetted
Roseburia intestinalis XB6B4-D4KYR1	0.727877215380002	-0.859521	2.51336	dark	FAvFT	targetted
Schaedlerella arabinosiphila-A0A426DFX4	0.728993698884999	-0.376443	1.73893	dark	FAvFT	targetted
Blautia obeum-A0A174NYZ7	0.732595206359999	-0.480044	1.90992	dark	FAvFT	targetted
Anaerobutyricum hallii-A0A174H2D6	0.734584109422499	-0.46997	1.96319	light	FAvFT	targetted
Lachnospira pectinoschiza-A0A174YG41	0.734739730399849	-0.636788	2.11519	light	FAvFT	targetted
Roseburia intestinalis-A0A3R6K7Z9	0.735805736981397	-0.845576	2.528	light	FAvFT	targetted
1XD42-69_sp009911505	0.737271591829	-0.187191	1.6474	dark	NAvFA	untargetted
Clostridium sp. CAG:230-R6DRK3	0.73787024306755	-0.300772	1.70079	light	FAvFT	targetted
Clostridium symbiosum (Bacteroides symbiosus)-A0A174MBD8	0.738491357319499	-1.10043	2.46846	light	FAvFT	targetted
Ruminococcus bromii-A0A374N6H6	0.743850641386	-0.924549	2.4449	light	FAvFT	targetted
Clostridium sp. CAG:43-R7B0G8	0.7438687051785	-0.650145	2.03915	light	FAvFT	targetted
Amedibacillus dolichus-A0A415P4A1	0.74481028711	-0.669548	2.09305	light	FAvFT	targetted
Roseburia inulinivorans DSM 16841-C0FNH6	0.7455602355155	-0.268054	1.85428	dark	FAvFT	targetted
Lentihominibacter faecis-A0A923NAW5	0.746512478445	-0.497003	1.98438	dark	FAvFT	targetted
Roseburia faecis-A0A0M6WH75	0.74674459924	-0.63602	2.15289	light	FAvFT	targetted
Leucobacter massiliensis-A0A2S9QS61	0.747830642394499	-1.5163	3.42694	light	FAvFT	targetted
Roseburia faecis-A0A173RY76	0.7500569893285	-0.551809	2.14982	light	FAvFT	targetted
Coprococcus catus-A0A3E2XR62	0.7504574831593	-1.02254	2.51369	dark	FAvFT	targetted
Blautia sp. CAG:52-R6H1U8	0.753188148114999	0.0486138	1.51007	dark	FAvFT	targetted
Ruminococcus gnavus-A0A2N5NEG8	0.756120312911002	-0.88075	2.42221	light	FAvFT	targetted
Hornefia butyriciproducens-A0A6L5Y6B3	0.75718994719	-1.68262	3.25894	light	FAvFT	targetted
Christensenella hongkongensis-A0A0M2NIU1	0.758272450771501	-0.366033	1.80559	dark	FAvFT	targetted
Ruminococcus sp. CAG:254-R5VU70	0.758706484585	-0.883766	2.31645	light	FAvFT	targetted
Dubosiella_newyorkensis	0.75913978794565	-1.29272	2.75436	light	FAvFT	untargetted
Lachnospira eligens-A0A413YS81	0.7599803097415	-1.56078	3.10077	dark	FAvFT	targetted
Blautia wexlerae-A0A173ZCD7	0.76164304692055	-0.500252	2.21776	dark	FAvFT	targetted
Blautia obeum-A0A173ZSA2	0.76164304692055	-0.500252	2.21776	dark	FAvFT	targetted
Roseburia intestinalis-A0A3R6GNY0	0.761996949930002	-0.754928	2.36964	dark	FAvFT	targetted
Ruminococcus bromii-A0A2N0UVB8	0.766046352544998	-0.424504	2.04855	light	FAvFT	targetted
Roseburia hominis-A0A395V718	0.766685548351001	-0.409304	1.95596	dark	FAvFT	targetted
Amedibacillus dolichus DSM 3991-A8RCC5	0.768487420345999	-0.605279	2.18048	light	FAvFT	targetted
Blautia obeum-A0A454HK17	0.768826642818	-0.392365	1.95203	dark	FAvFT	targetted
Pseudobutyrivibrio ruminis-A0A927U9H8	0.769338513200002	-1.59332	3.21229	dark	FAvFT	targetted
Clostridium sp. CAG:964-R6UAF5	0.770306795977999	-0.151308	1.64082	dark	FAvFT	targetted
Clostridium sp. CAG:127-R5PDJ6	0.77237124893815	-0.353779	1.85715	dark	FAvFT	targetted
Ruminococcus bromii-A0A2N0UWT2	0.776246801773501	-0.276129	1.91032	dark	FAvFT	targetted
Blautia sp. CAG:52-R6H1U8	0.776381979355001	-0.0430776	1.71807	light	FAvFT	targetted
Intestinibacter bartlettii-A0A6N3CMG4	0.782800682636	-1.99665	3.82554	dark	FAvFT	targetted
Clostridium bartlettii CAG:1329-R5XNS0	0.782800682636	-1.99665	3.82554	dark	FAvFT	targetted
Ruminococcus sp. CAG:488-R5YDB2	0.784428484889999	-0.198482	1.72294	dark	FAvFT	targetted
[Ruminococcus] gnavus CC55_001C-A0A829NL13	0.7856161281995	-0.622659	2.17555	dark	FAvFT	targetted
Roseburia intestinalis M50/1-D4KM46	0.786443381983241	-0.651518	2.25877	light	FAvFT	targetted
Acetatifactor muris-A0A2K4ZM83	0.787682385065001	0.100211	1.55311	dark	FAvFT	targetted
Anaerostipes hadrus-A0A6N2RN78	0.791873290565002	-0.962912	2.46788	light	FAvFT	targetted
Anaerostipes hadrus-A0A174S307	0.791873290565002	-0.962912	2.46788	light	FAvFT	targetted
Blautia obeum-A0A174EB34	0.7919763477599	-1.735	3.09958	light	FAvFT	targetted
Roseburia intestinalis-A0A173W138	0.794101373831	-0.615525	2.26843	light	FAvFT	targetted
Blautia obeum-A0A174AW35	0.796462351187001	-1.12821	2.40011	dark	FAvFT	targetted
Ruminococcus bromii-A0A412DXH9	0.79742361785185	-0.419692	2.00783	dark	FAvFT	targetted
Christensenella minuta-A0A136Q5V1	0.7977006673685	-0.194344	1.95091	dark	FAvFT	targetted
Oliverpabstia intestinalis-A0A7X2P163	0.798718149729501	0.0577679	1.44518	dark	FAvFT	targetted
Ruminococcus bromii-A0A6I3PNS6	0.799388703021501	-0.488425	2.45281	light	FAvFT	targetted
Ruminococcus obeum CAG:39-R7D9J8	0.801687252105001	-0.225095	1.86549	dark	FAvFT	targetted
Vescimonas fastidiosa-A0A810PXY7	0.803813186138202	-0.664692	2.25505	light	FAvFT	targetted
Roseburia sp. CAG:471-R7EGC2	0.805734315599999	0.149192	1.50168	dark	FAvFT	targetted
Anaerobutyricum hallii-A0A415TWG6	0.817324147135001	-0.417697	1.92861	light	FAvFT	targetted
Clostridium sp. CAG:356-R6Z6D0	0.8178558368885	-0.205273	1.85767	light	FAvFT	targetted
Enterococcus gallinarum-A0A7X3D632	0.82864767097	-1.35594	3.69388	dark	FAvFT	targetted
Anaerostipes hadrus-D4N0V8	0.83979694755	-0.914753	2.53457	light	FAvFT	targetted
Anaerostipes hadrus-A0A1Q2CAU9	0.83979694755	-0.914753	2.53457	light	FAvFT	targetted
1XD42-69_sp009911505	0.840747440966	-0.0475925	1.88648	dark	FAvFT	untargetted
Roseburia inulinivorans CAG:15-R5HRW4	0.849614704389998	-0.204917	1.73098	dark	FAvFT	targetted
Wujia chipingensis-A0A7G9FKY2	0.850241968701	-0.0212011	1.99323	dark	FAvFT	targetted
Roseburia intestinalis-A0A3R6B4X0	0.850858439440002	-0.84412	2.52928	dark	FAvFT	targetted
Roseburia intestinalis-A0A3R6K7Z9	0.850858439440002	-0.84412	2.52928	dark	FAvFT	targetted
Candidatus Nitrospira nitrificans-A0A0S4LMA2	0.852726777775	-2.85165	4.85975	light	FAvFT	targetted
Roseburia inulinivorans-A0A173ZT04	0.854859885495002	-0.334278	2.0154	dark	FAvFT	targetted
Roseburia inulinivorans-A0A3R6C001	0.855964256486649	-0.290855	1.94067	dark	FAvFT	targetted
Clostridium sp. CAG:798-R6X4D0	0.862006508670001	0.0813324	1.58899	dark	FAvFT	targetted
Clostridium sp. CAG:343-R6P9K0	0.864608089183	-0.356968	1.97051	light	FAvFT	targetted
Coprococcus sp. CAG:782-R5K0M8	0.867678661110001	-0.125574	1.98149	dark	FAvFT	targetted
Anaerobutyricum hallii-A0A415G6B1	0.868498676420499	-0.380542	2.24454	light	FAvFT	targetted
Clostridium sp. CAG:590-R5ELQ7	0.870359202904	-0.144111	1.93754	dark	FAvFT	targetted
Clostridium porci-A0A7X2TD73	0.870753904621001	0.0955149	1.71914	dark	FAvFT	targetted
Coprococcus sp. CAG:782-R5K0M8	0.877903025672501	-0.208192	2.00283	light	FAvFT	targetted
Wujia chipingensis-A0A7G9FK20	0.878907535868341	-0.830478	2.50883	light	FAvFT	targetted
Ruminococcus bromii-A0A2N0UPL9	0.880037287227999	-0.490908	2.08518	light	FAvFT	targetted
Ruminococcus bromii-A0A412LA28	0.880628389005002	-0.358365	2.0778	light	FAvFT	targetted
Ruminococcus bromii-A0A413KA69	0.88114103214	-0.359603	1.95389	dark	FAvFT	targetted
Salmonella bongori-A0A3S4EL61	0.885593251626999	-0.638783	2.35775	light	FAvFT	targetted
Ruminococcus bromii-A0A6I3PNS6	0.886572059576498	-0.177231	2.21789	dark	FAvFT	targetted
Ruminococcus bromii-A0A412DXH9	0.889786692405001	-0.481781	2.15412	light	FAvFT	targetted
Anaerobutyricum hallii-A0A374NGP6	0.894356521554999	-0.153366	2.0129	light	FAvFT	targetted
Blautia obeum-A0A564UWT3	0.8988362101965	-0.27026	1.94556	dark	FAvFT	targetted
Ruminococcus bromii-A0A412UR07	0.902914717625	-0.587174	2.08715	light	FAvFT	targetted
Roseburia inulinivorans-A0A173SJ73	0.903351064141151	-0.465111	2.27201	light	FAvFT	targetted
Blautia wexlerae-A0A173ZCD7	0.903795028770501	-0.537007	2.25015	light	FAvFT	targetted
Blautia obeum-A0A173ZSA2	0.903795028770501	-0.537007	2.25015	light	FAvFT	targetted
Wujia chipingensis-A0A7G9FK20	0.906436604030001	-0.434869	2.3002	dark	FAvFT	targetted
Adlercreutzia_caecimuris	0.907181958265001	-3.78844	5.0934	light	NAvFA	untargetted
Ruminococcus sp. CAG:579-R6C9U5	0.9106094527645	-0.487974	2.20331	light	FAvFT	targetted
Clostridium sp. CAG:81-R5G8N9	0.910809727159502	-0.574789	2.422	dark	FAvFT	targetted
Clostridium sp. CAG:798-R6X4D0	0.922056335285002	-0.0875892	2.00099	light	FAvFT	targetted
Roseburia inulinivorans-A0A3R6C001	0.923941999705	-0.419454	2.1911	light	FAvFT	targetted
Blautia faecicola-A0A4Q1RLI5	0.924499947360001	0.15788	1.696	dark	FAvFT	targetted
Ruminococcus sp. CAG:108-R5DTJ4	0.925585685063501	-0.199531	2.0711	dark	FAvFT	targetted
Christensenella minuta-A0A8F5DVT9	0.936134465384499	-0.0437483	1.94756	dark	FAvFT	targetted
Ruminococcus sp. CAG:108-R5DTJ4	0.9460161346225	-0.371758	2.2434	light	FAvFT	targetted
Shewanella maritima-A0A411PH80	0.950833422745002	-1.81166	4.02138	dark	FAvFT	targetted
Roseburia inulinivorans-A0A3R6HN67	0.951722639400001	-0.458164	2.23524	dark	FAvFT	targetted
Clostridium sp. CAG:245-R6BF43	0.954176011582	0.0252753	1.87533	light	FAvFT	targetted
Anaerobutyricum hallii-A0A285PUL7	0.956679115110001	-0.60844	2.52683	light	FAvFT	targetted
Roseburia faecis-A0A0M6WH75	0.9571803495135	-0.164004	2.04563	dark	FAvFT	targetted
Ruminococcus bromii-A0A414E3A9	0.961024368644	-0.316691	1.98193	dark	FAvFT	targetted
Roseburia intestinalis CAG:13-R6BUS3	0.9650289344605	-0.45212	2.65086	dark	FAvFT	targetted
Alpinimonas psychrophila-A0A7W3JRW1	0.9716899586295	-3.7391	5.92034	dark	FAvFT	targetted
Morganella morganii (Proteus morganii)-A0A8I0Q0T5	0.976357750892999	-3.55177	4.89298	dark	FAvFT	targetted
Ruminococcus bromii-A0A414E3A9	0.97680243515	-0.306576	2.47192	light	FAvFT	targetted
Roseburia intestinalis-A0A6N3DS46	0.978777941118501	-0.707067	2.50338	dark	FAvFT	targetted
Ruminococcus gnavus (strain ATCC 29149 / VPI C7-9)-A7AYV0	0.980022053995002	-0.613942	2.6887	light	FAvFT	targetted
[Ruminococcus] lactaris-A0A3E4LQA4	0.98276272880944	0.0208994	2.00777	dark	FAvFT	targetted
Ruminococcus bromii-A0A2N0UPL9	0.985162787970001	-0.0866909	2.14955	dark	FAvFT	targetted
[Ruminococcus] lactaris ATCC 29176-B5CMZ6	1.00013136001	0.124661	2.10184	light	FAvFT	targetted
Roseburia inulinivorans-A0A3R6CSJ4	1.0045460134373	-0.111259	2.12709	dark	FAvFT	targetted
Roseburia intestinalis-A0A173W138	1.005131744856	-0.612017	2.65018	dark	FAvFT	targetted
Mediterraneibacter butyricigenes-A0A391PK51	1.00632331739025	-0.656011	2.604	dark	FAvFT	targetted
Roseburia hominis (strain DSM 16839 / JCM 17582 / NCIMB 14029 / A2-183)-G2SYJ2	1.00653658614	-0.013573	2.04584	dark	FAvFT	targetted
Ruminococcus bromii-A0A412UR07	1.010601888835	-0.127506	2.11113	dark	FAvFT	targetted
Blautia luti DSM 14534-A0A844GMP2	1.0153434032	-1.40165	3.40347	light	FAvFT	targetted
Roseburia intestinalis L1-82-C7GBJ1	1.0198919566275	-0.703672	2.74239	dark	FAvFT	targetted
Anaerobutyricum hallii DSM 3353-C0ERS1	1.03295371949	-0.189257	2.326	light	FAvFT	targetted
Simiaoa sunii-A0A7G9FVJ0	1.0392005974985	-0.606821	2.74685	light	FAvFT	targetted
Roseburia intestinalis CAG:13-R6BUS3	1.041835586409	-0.874656	3.50026	light	FAvFT	targetted
[Ruminococcus] lactaris ATCC 29176-B5CMZ6	1.043885304915	0.142809	2.05068	dark	FAvFT	targetted
Clostridium sp. CAG:81-R5G8N9	1.043976446275	-0.632105	2.62792	light	FAvFT	targetted
Clostridium sp. CAG:356-R6Z6D0	1.0487304044425	-0.0153418	2.05623	dark	FAvFT	targetted
Sharpea azabuensis-A0A1H6T0E8	1.058051760795	-0.527637	2.73758	dark	FAvFT	targetted
[Ruminococcus] lactaris-A0A943MCL3	1.061544191619	-0.0682901	2.08886	light	FAvFT	targetted
Clostridium sp. CAG:127-R5PDJ6	1.0715487741415	-0.27378	2.52611	light	FAvFT	targetted
Anaerostipes rhamnosivorans-A0A4P8ICW8	1.0829578640125	-1.08725	3.26777	dark	FAvFT	targetted
Pseudoscardovia radai-A0A261EQB5	1.085382308965	-1.20425	2.98332	light	FAvFT	targetted
Enorma massiliensis-A0A921J6A0	1.0919646638295	-2.18575	4.78438	dark	FAvFT	targetted
Slackia isoflavoniconvertens-A0A369LEA8	1.094041651915	-1.62299	4.38027	light	FAvFT	targetted
[Ruminococcus] lactaris CC59_002D-V8C360	1.09458135163	0.0214867	2.23364	light	FAvFT	targetted
Natranaerovirga pectinivora-A0A4R3MJ10	1.1000044226045	-2.11168	4.77331	dark	FAvFT	targetted
Halomonas nigrificans-A0A2A4HNQ1	1.1039487680455	-3.02575	4.83763	light	FAvFT	targetted
CAG-485_sp002362485	1.110623325192	-0.231764	2.59612	dark	NAvFA	untargetted
Enterocloster bolteae (strain ATCC BAA-613 / DSM 15670 / CCUG 46953 / JCM 12243 / WAL 16351) (Clostridium bolteae)-A8RN92	1.1230633944735	-1.05665	3.2691	light	FAvFT	targetted
Enterococcus raffinosus-A0A1L8WSY6	1.1255271356395	-1.03959	3.13469	dark	FAvFT	targetted
Clostridium sp. CAG:451-R7KEG1	1.1314608467245	-1.14888	3.09751	light	FAvFT	targetted
Enterocloster bolteae 90B8-R0ADB8	1.134020375105	-0.89601	3.37621	light	FAvFT	targetted
[Clostridium] clostridioforme 90A6-R0B824	1.142565419745	-0.935333	3.14509	dark	FAvFT	targetted
Guopingia tenuis-A0A926DJX1	1.149123365185	-0.969826	3.50021	light	FAvFT	targetted
Roseburia sp. CAG:182-R7QYW0	1.15335253885	0.208146	2.12474	dark	FAvFT	targetted
Blautia obeum-A0A174AW35	1.1638306012445	-1.03643	3.47164	light	FAvFT	targetted
Simiaoa sunii-A0A7G9FZ05	1.17203929827	-0.00667749	2.16456	dark	FAvFT	targetted
Collinsella sp. CAG:398-R6YVJ4	1.179908220025	-2.35546	5.0064	dark	FAvFT	targetted
Intestinimonas butyriciproducens-A0A2U1CCX5	1.1849372652995	-2.39466	5.63711	dark	FAvFT	targetted
Roseburia inulinivorans-A0A173ZT04	1.18652257348	-0.213181	2.62547	light	FAvFT	targetted
Enorma shizhengliae-A0A7K0G5W2	1.189540317286	-2.55273	4.7625	dark	FAvFT	targetted
Enterocloster bolteae-A0A412YWB1	1.1909459093983	-2.82928	5.24599	light	FAvFT	targetted
Bdellovibrio bacteriovorus-A0A150WQ38	1.191009463177	-4.57836	6.41512	dark	FAvFT	targetted
Roseburia intestinalis M50/1-D4KM46	1.19337550594755	-0.249774	2.79453	dark	FAvFT	targetted
Agromyces hippuratus-A0A852WV95	1.194011679605	-0.900296	3.57636	light	FAvFT	targetted
Faecalibaculum rodentium-A0A140DWG5	1.1990542514034	-1.28957	3.60596	light	FAvFT	targetted
Faecalibaculum rodentium-A0A1Q9YLM7	1.1990542514034	-1.28957	3.60596	light	FAvFT	targetted
Enterocloster bolteae-A0A414ARR2	1.19961045788	-2.54083	5.30411	dark	FAvFT	targetted
[Ruminococcus] torques-A0A6N3AUL3	1.202742247105	-0.524764	2.77752	dark	FAvFT	targetted
Clostridium sp. CAG:75-R5SJZ7	1.21190922041	-0.206161	2.86898	light	FAvFT	targetted
Intestinimonas butyriciproducens-A0A0S2W269	1.21460104324	-2.38273	4.84756	dark	FAvFT	targetted
Agromyces cerinus subsp. cerinus-A0A1N6DZY8	1.2234212299215	-1.01886	3.32463	light	FAvFT	targetted
Lactobacillus paragasseri-A0A6B2G2K8	1.2377394671645	-4.35252	6.39285	light	FAvFT	targetted
Anaerotruncus sp. CAG:528-R5XC26	1.25407683408158	-2.39966	5.00496	dark	FAvFT	targetted
Anaerotruncus_sp000403395	1.2659691323955	-2.03491	4.50763	light	NAvFA	untargetted
Acetatifactor_sp011959105	1.267058136601	-0.111538	2.7123	dark	FAvFT	untargetted
[Ruminococcus] lactaris-A0A3E4LQA4	1.2713207985355	0.100762	2.33405	light	FAvFT	targetted
Ruminococcus bromii-A0A412LA28	1.27734573795	0.200511	2.34149	dark	FAvFT	targetted
Blautia obeum-A0A395XE29	1.28164642358	-0.148774	2.74761	dark	FAvFT	targetted
[Ruminococcus] lactaris-A0A943MCL3	1.282507402085	0.1015	2.31867	dark	FAvFT	targetted
Faecalibacillus intestinalis-A0A7I8DX34	1.2825103012025	-0.501188	3.378	dark	FAvFT	targetted
[Ruminococcus] lactaris-A0A414P478	1.288242937841	0.0517986	2.38258	dark	FAvFT	targetted
Listeria monocytogenes serotype 4b str. LL195-A0A0E1R9M7	1.28843823504	-2.86144	6.17129	light	FAvFT	targetted
Enterocloster bolteae 90B8-R0B1Z5	1.289543227569	-2.73523	5.19144	light	FAvFT	targetted
Listeria monocytogenes-A0A3R5TD68	1.28972253694	-2.76634	5.4074	light	FAvFT	targetted
Ligilactobacillus salivarius-A0A5C8H7B1	1.29001062863295	-4.04238	7.58465	light	FAvFT	targetted
Clostridium_Q_sp009911305	1.2969268722	-0.411321	3.10153	light	NAvFA	untargetted
Collinsella intestinalis-A0A6N2ZKU8	1.29711363344	-2.09673	5.24086	dark	FAvFT	targetted
Lactococcus lactis subsp. cremoris (Streptococcus cremoris)-A0A161VYJ1	1.30218848749	-2.73586	5.11178	light	FAvFT	targetted
Thomasclavelia spiroformis DSM 1552-B1C4T2	1.305627131064	-1.93079	5.09784	dark	FAvFT	targetted
Anaerotruncus sp. CAG:528-R5XC26	1.30678323278	-2.16774	5.71481	light	FAvFT	targetted
Dorea formicigenerans-A0A3E4F7X5	1.31463351148	0.0177603	2.87807	dark	FAvFT	targetted
Cellulosilyticum lentocellum (strain ATCC 49066 / DSM 5427 / NCIMB 11756 / RHM5) (Clostridium lentocellum)-F2JJC0	1.31760472998	-4.03068	6.20092	dark	FAvFT	targetted
Floccifex porci-A0A7X2T3J2	1.3205247109655	-2.42223	5.40457	light	FAvFT	targetted
Ruminococcus bicirculans-W0U3I8	1.32179930337	-2.37147	4.89354	dark	FAvFT	targetted
Lactococcus lactis subsp. cremoris (Streptococcus cremoris)-A0A161VYJ1	1.32986666562	-4.28906	6.8072	dark	FAvFT	targetted
Blautia obeum-A0A173ZET1	1.330547860015	-0.0699836	2.87724	dark	FAvFT	targetted
Legionella nautarum-A0A0W0WVF4	1.335761564165	-4.53878	7.02104	dark	FAvFT	targetted
Enorma massiliensis-A0A1Y3U8T8	1.342694902055	-2.3183	5.22743	dark	FAvFT	targetted
Holdemania filiformis DSM 12042-B9YEB9	1.3440573653925	-2.6899	5.35392	light	FAvFT	targetted
[Ruminococcus] lactaris CC59_002D-V8C360	1.3443051494655	0.277145	2.46565	dark	FAvFT	targetted
Mediterraneibacter catenae-A0A5M9HZ00	1.348244971475	-2.06377	5.00328	dark	FAvFT	targetted
Anaerobutyricum hallii-A0A173S778	1.356824045625	-0.112482	2.90363	light	FAvFT	targetted
Enterocloster citroniae-A0A3E2V1M5	1.35700155367	-2.38434	5.20713	light	FAvFT	targetted
Paracoccus pantotrophus (Thiosphaera pantotropha)-A0A7H9BUE6	1.35968906652	-0.0945202	2.84438	dark	FAvFT	targetted
14-2_sp000403845	1.360929083356	-0.0673136	2.971	light	FAvFT	untargetted
Catellicoccus marimammalium M35/04/3-K8ZQD3	1.382278734631	-4.61974	6.63627	light	FAvFT	targetted
Roseburia inulinivorans-A0A412FFM9	1.38354496112	0.133767	2.648	dark	FAvFT	targetted
Anaerotruncus_sp000403395	1.3854381241885	-2.43528	5.66913	dark	NAvFA	untargetted
Catenibacillus scindens-A0A7W8H7H0	1.386547156505	-2.36558	5.31804	dark	FAvFT	targetted
Listeria monocytogenes FSL F2-208-A0A0E1Y3I4	1.39138845946901	-2.42657	5.82639	light	FAvFT	targetted
Enterococcus gallinarum-A0A6I4XD09	1.391811198475	-2.62612	5.15325	light	FAvFT	targetted
Enterococcus gallinarum-A0A366U9N1	1.391811198475	-2.62612	5.15325	light	FAvFT	targetted
Anaerotignum faecicola-A0A401LCP1	1.396235465265	-2.56412	5.32311	dark	FAvFT	targetted
Dubosiella_newyorkensis	1.401648230075	-0.944803	4.03385	dark	NAvFA	untargetted
Ruminococcus gnavus-A0A6N3GQG8	1.406910890665	-2.38581	5.22498	light	FAvFT	targetted
Anaerobutyricum hallii DSM 3353-C0EW54	1.40750612562475	-2.63966	5.38267	light	FAvFT	targetted
Anaerostipes hadrus DSM 3319-L1Q414	1.4082075229705	-2.26823	5.46038	light	FAvFT	targetted
Blautia luti DSM 14534-A0A844GIR0	1.4082075229705	-2.26823	5.46038	light	FAvFT	targetted
Peptacetobacter hominis-A0A544QWM9	1.409851590195	-2.063	5.69073	dark	FAvFT	targetted
Clostridium baratii-A0A174TVW7	1.4125533160205	-2.51782	5.05869	light	FAvFT	targetted
Ruminococcus sp. CAG:177-R6IXZ0	1.413754497645	-0.610922	3.65765	light	FAvFT	targetted
Enterococcus cecorum-A0A200I1H3	1.4204320949255	-2.62897	5.56576	light	FAvFT	targetted
Okeania hirsuta-A0A3N6QD50	1.421575582341	-2.65116	5.66266	light	FAvFT	targetted
Enterococcus casseliflavus 14-MB-W-14-S4B775	1.42326177415265	-2.5803	5.32385	dark	FAvFT	targetted
1XD42-69_sp003612565	1.4237923233658	-1.61584	4.31747	dark	FAvFT	untargetted
Blautia obeum-A0A367FUZ2	1.4265884577395	-2.936	5.22334	light	FAvFT	targetted
Dubosiella newyorkensis-A0A1U7NKD7	1.42732571576	-1.29641	3.86775	light	FAvFT	targetted
Lachnospira eligens-A0A414D7P3	1.4273575249205	-2.3674	5.24072	light	FAvFT	targetted
Planococcus maitriensis-A0A365K8K5	1.4298372897455	-2.20789	5.78111	dark	FAvFT	targetted
Bacteroides uniformis-A0A174ES06	1.430549191463	-1.83281	5.83419	light	FAvFT	targetted
Bacteroides uniformis-A0A1Y3V4S4	1.430549191463	-1.83281	5.83419	light	FAvFT	targetted
Hungatella hathewayi-A0A3E4U6N6	1.43148295797	-2.68144	5.13883	light	FAvFT	targetted
Clostridium cylindrosporum DSM 605-A0A0J8DD17	1.43448496769	-3.69489	6.34525	dark	FAvFT	targetted
Listeria monocytogenes-A0A0B8RFX6	1.43452381454	-3.12557	5.36941	light	FAvFT	targetted
CAG-317_sp011960265	1.435293137355	-0.641689	3.5006	dark	FAvFT	untargetted
Listeria monocytogenes-A0A823J3B1	1.4369907184275	-2.54451	5.1845	dark	FAvFT	targetted
Anaerobutyricum hallii-A0A174FU81	1.4373050293315	-0.437709	3.49303	light	FAvFT	targetted
Blautia luti DSM 14534-A0A844GMP2	1.438354517005	-0.49737	3.51692	dark	FAvFT	targetted
Roseburia sp. CAG:45-R6P0A1	1.439330940612	-0.441653	3.44562	dark	FAvFT	targetted
Leifsonia soli-A0A852T2K3	1.4441731742135	-2.14216	5.29222	light	FAvFT	targetted
Blautia massiliensis-A0A6L8TEI6	1.4472066275095	-2.45014	5.63288	light	FAvFT	targetted
Pusillibacter faecalis-A0A810Q9E6	1.453143981435	-2.48823	5.39283	dark	FAvFT	targetted
Roseburia sp. CAG:50-R5TDR5	1.4550206969855	-2.37188	5.35898	light	FAvFT	targetted
